index,r_aapl,r_btc,r_gold,r_spx,r_spx_auto,r_spx_elec,r_spx_mach,r_spx_oilgas
ccd,0,0,0,0,0,0,0,0
ccd_engweighted,0,0,0,0,0,0,0,0
ccd_engweighted_topicweighted,0,0,0,0,0,0,0,0
ccd_topicweighted,0,0,0,0,0,0,0,0
