asset,model,p,q_controls,cv_mae,cv_rmse,oos_mae,oos_rmse,oos_mape,oos_r2,cum_return_buy_hold,cum_return_strategy
r_btc,VARX_baseline,2,2,0.01198723985048211,0.013662059883175993,0.015415580277654193,0.019421705957543476,302.30496640837026,-0.008955430868265113,0.24192218504459895,0.6676470884601748
r_gold,VARX_baseline,2,2,0.01198723985048211,0.013662059883175993,0.009696398408979071,0.012414329165354317,81.90397515255773,-0.3772454634530804,0.03985268067687309,0.28017413931237267
r_spx,VARX_baseline,2,2,0.01198723985048211,0.013662059883175993,0.011813204767072562,0.018907735328529626,667.4928109011577,-0.09940174653411038,0.03156847254668094,0.19372830769272786
