asset,feature,mean_abs_shap
r_spx,intensity_engweighted_topicweighted_xlag1,0.0
r_spx,intensity_topicweighted_xlag1,0.0
r_spx,intensity_xlag2,0.0
r_spx,intensity_engweighted_xlag2,0.0
r_spx,intensity_engweighted_topicweighted_xlag2,0.0
r_spx,intensity_topicweighted_xlag2,0.0
r_spx,intensity_xlag3,0.0
r_spx,intensity_engweighted_xlag3,0.0
r_spx,intensity_engweighted_topicweighted_xlag3,0.0
r_spx,intensity_topicweighted_xlag3,0.0
r_spx,surprise_xlag0,0.0
r_spx,surprise_engweighted_xlag0,0.0
r_spx,surprise_engweighted_topicweighted_xlag0,0.0
r_spx,surprise_topicweighted_xlag0,0.0
r_spx,surprise_xlag1,0.0
r_spx,surprise_engweighted_xlag1,0.0
r_spx,surprise_engweighted_topicweighted_xlag1,0.0
r_spx,surprise_topicweighted_xlag1,0.0
r_spx,surprise_xlag2,0.0
r_spx,surprise_engweighted_xlag2,0.0
r_spx,surprise_engweighted_topicweighted_xlag2,0.0
r_spx,surprise_topicweighted_xlag2,0.0
r_spx,surprise_xlag3,0.0
r_spx,surprise_engweighted_xlag3,0.0
r_spx,surprise_engweighted_topicweighted_xlag3,0.0
r_spx,surprise_topicweighted_xlag3,0.0
r_spx,split_xlag0,0.0
