variant,n_significant_lags,mean_pvalue_lags,min_pvalue_lags,n_significant_leads,mean_pvalue_leads,min_pvalue_leads,total_significant
ccd,0,0.3573527477867639,0.06734691480219708,0,0.38275895540021165,0.05468405649855983,0
ccd_engweighted,0,0.36421001266977104,0.07328575168779428,0,0.4066618191924887,0.10262393589825786,0
ccd_topicweighted,0,0.5848493724543373,0.3082080488338652,0,0.47714493471008884,0.14738348836192194,0
ccd_engweighted_topicweighted,0,0.4267378196612963,0.08875486044887011,0,0.45881038153483816,0.01611737338101367,0
